category,item_name,unit,source_file
ユニットバス,浴槽人工大理石1600mm,個,data/reno-bom-80sqm-v4.json
ユニットバス,引き出し式浴室タオル掛け,個,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,地盤改良（柱状改良 1本）,本,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,確認申請（木造2階 30坪）,式,data/reno-bom-80sqm-v4.json
電気配線材,VVFケーブル2C 1.6mm 100m（パナソニック）,巻,data/reno-bom-80sqm-v4.json
電気配線材,VVFケーブル3C 1.6mm 100m（住友）,巻,data/reno-bom-80sqm-v4.json
電気配線材,IV電線2.0mm 100m（古河）,巻,data/reno-bom-80sqm-v4.json
電気配線材,CV電線3C 5.5mm 100m（フジクラ）,巻,data/reno-bom-80sqm-v4.json
電気配線材,分電盤30A 8回路,台,data/reno-bom-80sqm-v4.json
電気配線材,分電盤40A 16回路,台,data/reno-bom-80sqm-v4.json
電気配線材,分電盤50A 24回路,台,data/reno-bom-80sqm-v4.json
電気配線材,分電盤60A 30回路,台,data/reno-bom-80sqm-v4.json
スイッチ・コンセント,コンセント2P15A パナソニック,個,data/reno-bom-80sqm-v4.json
スイッチ・コンセント,スイッチ片切1口 パナソニック,個,data/reno-bom-80sqm-v4.json
スイッチ・コンセント,テレビコンセントF型,個,data/reno-bom-80sqm-v4.json
屋根材,ガルバリウム鋼板横葺き0.4mm,m2,data/reno-bom-80sqm-v4.json
屋根材,ガルバリウム鋼板縦葺き0.4mm,m2,data/reno-bom-80sqm-v4.json
屋根材,スレート コロニアルクァッド,m2,data/reno-bom-80sqm-v4.json
屋根材,スレート遮熱タイプ,m2,data/reno-bom-80sqm-v4.json
外壁材・外装,外壁サイディング ニチハ16mm石目調,m2,data/reno-bom-80sqm-v4.json
外壁材・外装,外壁サイディング ケイミュー14mmフラット調,m2,data/reno-bom-80sqm-v4.json
システムキッチン,システムキッチン LIXIL2400スタンダード,式,data/reno-bom-80sqm-v4.json
ユニットバス,ユニットバス TOTO1616スタンダード,式,data/reno-bom-80sqm-v4.json
衛生器具（トイレ・洗面）,洗面台 LIXIL750mmスタンダード,式,data/reno-bom-80sqm-v4.json
衛生器具（トイレ・洗面）,便器 LIXIL タンクレス,式,data/reno-bom-80sqm-v4.json
給湯器,給湯器 リンナイ24号エコジョーズ,台,data/reno-bom-80sqm-v4.json
フローリング・床材,エアコン パナソニック10畳用スタンダード,台,data/reno-bom-80sqm-v4.json
断熱材,グラスウール断熱材105mm16K,m2,data/reno-bom-80sqm-v4.json
断熱材,フェノールフォーム断熱材50mm,m2,data/reno-bom-80sqm-v4.json
防水工事材料,透湿防水シート標準 幅1m,m2,data/reno-bom-80sqm-v4.json
仮設・足場資材,木造解体費坪単価重機,坪,data/reno-bom-80sqm-v4.json
太陽光・蓄電設備,太陽光パネル400W（長州産業）,枚,data/reno-bom-80sqm-v4.json
太陽光・蓄電設備,蓄電池6.5kWh（ニチコン）,台,data/reno-bom-80sqm-v4.json
フローリング・床材,床暖房システム温水6畳,式,data/reno-bom-80sqm-v4.json
ガラス工事,低E複層ガラス透明,m2,data/reno-bom-80sqm-v4.json
窓・サッシ,断熱窓内窓樹脂,枚,data/reno-bom-80sqm-v4.json
防蟻・防腐処理,シロアリ駆除剤バリア18L,缶,data/reno-bom-80sqm-v4.json
塗装・コーキング・接着剤,マスキングテープ18mm塗装,巻,data/reno-bom-80sqm-v4.json
照明器具,外構用LED照明ポールH600,個,data/reno-bom-80sqm-v4.json
外構・仕上げ,アルミフェンスH1200 1m,m,data/reno-bom-80sqm-v4.json
外構・仕上げ,カーポート1台用LIXIL,式,data/reno-bom-80sqm-v4.json
断熱材,断熱材セルロースファイバー,m2,data/reno-bom-80sqm-v4.json
給排水配管材,保温材配管用13mm,本,data/reno-bom-80sqm-v4.json
電気配線材,ケーブルステープル1.6用,箱,data/reno-bom-80sqm-v4.json
断熱材,スタイロフォーム50mm基礎断熱,m2,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,土台105×105×4m米松,本,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,1階柱105×105×3m,本,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,梁105×210×4m,本,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,垂木45×60×4m,本,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,間柱30×105×3m,本,data/reno-bom-80sqm-v4.json
構造用合板・面材,構造用合板24mm床根太レス,枚,data/reno-bom-80sqm-v4.json
軒天・破風・雨樋,雨樋丸型φ60 3m,本,data/reno-bom-80sqm-v4.json
鉄骨・鋼材,構造計算（鉄骨造 3階）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,住宅性能評価（設計）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,住宅性能評価（建設）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,中間検査（民間検査機関）,回,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,完了検査（民間検査機関）,回,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,瑕疵保険（住宅 10年）,式,data/reno-bom-80sqm-v4.json
システムキッチン,キッチン交換（標準 材工）,式,data/reno-bom-80sqm-v4.json
ユニットバス,浴室交換（ユニットバス 材工）,式,data/reno-bom-80sqm-v4.json
衛生器具（トイレ・洗面）,洗面台交換（標準 材工）,式,data/reno-bom-80sqm-v4.json
衛生器具（トイレ・洗面）,トイレ交換（ウォシュレット 材工）,式,data/reno-bom-80sqm-v4.json
給湯器,給湯器交換（エコジョーズ 材工）,式,data/reno-bom-80sqm-v4.json
外壁材・外装,外壁塗装（30坪 材工）,式,data/reno-bom-80sqm-v4.json
屋根材,屋根塗装（30坪 材工）,式,data/reno-bom-80sqm-v4.json
屋根材,屋根カバー工法（30坪 材工）,式,data/reno-bom-80sqm-v4.json
屋根材,屋根葺替（30坪 材工）,式,data/reno-bom-80sqm-v4.json
外壁材・外装,外壁張替（30坪 材工）,式,data/reno-bom-80sqm-v4.json
窓・サッシ,窓交換（カバー工法 1枚 材工）,枚,data/reno-bom-80sqm-v4.json
窓・サッシ,内窓追加（1枚 材工）,枚,data/reno-bom-80sqm-v4.json
フローリング・床材,床張替（フローリング 1m2 材工）,m2,data/reno-bom-80sqm-v4.json
クロス・内装仕上げ,クロス張替（1m2 材工）,m2,data/reno-bom-80sqm-v4.json
労務単価,和室→洋室（1室 材工）,式,data/reno-bom-80sqm-v4.json
解体・廃材処理,間取り変更（壁撤去・新設 1m 材工）,m,data/reno-bom-80sqm-v4.json
労務単価,耐震補強（1棟 材工）,式,data/reno-bom-80sqm-v4.json
断熱材,断熱リフォーム（30坪 材工）,式,data/reno-bom-80sqm-v4.json
介護・バリアフリー,バリアフリー化（1箇所 材工）,箇所,data/reno-bom-80sqm-v4.json
太陽光・蓄電設備,太陽光発電（4kW 材工）,式,data/reno-bom-80sqm-v4.json
防蟻・防腐処理,シロアリ駆除（30坪床下）,式,data/reno-bom-80sqm-v4.json
換気設備,床下換気扇（1台 材工）,台,data/reno-bom-80sqm-v4.json
労務単価,床下調湿工事（30坪）,式,data/reno-bom-80sqm-v4.json
屋根材,屋根修理（部分補修 1m2）,m2,data/reno-bom-80sqm-v4.json
外壁材・外装,外壁コーキング打替（1m）,m,data/reno-bom-80sqm-v4.json
軒天・破風・雨樋,雨樋交換（1m 材工）,m,data/reno-bom-80sqm-v4.json
給湯器,給湯器交換（エコジョーズ 20号）,台,data/reno-bom-80sqm-v4.json
エアコン・空調,エアコン取付（標準 材工）,台,data/reno-bom-80sqm-v4.json
労務単価,水道蛇口交換（1箇所 材工）,箇所,data/reno-bom-80sqm-v4.json
給排水配管材,排水管洗浄（1箇所）,箇所,data/reno-bom-80sqm-v4.json
外壁材・外装,外壁塗装（30坪 足場込み）,式,data/reno-bom-80sqm-v4.json
屋根材,屋根塗装（30坪 足場込み）,式,data/reno-bom-80sqm-v4.json
換気設備,換気扇清掃（1台）,台,data/reno-bom-80sqm-v4.json
フローリング・床材,畳交換（1枚 材工）,枚,data/reno-bom-80sqm-v4.json
鉄骨・鋼材,鉄骨造（東京）,坪,data/reno-bom-80sqm-v4.json
内装仕上げ材,店舗内装（飲食 東京）,坪,data/reno-bom-80sqm-v4.json
内装仕上げ材,店舗内装（美容室 東京）,坪,data/reno-bom-80sqm-v4.json
内装仕上げ材,店舗内装（オフィス 東京）,坪,data/reno-bom-80sqm-v4.json
内装仕上げ材,マンション内装リフォーム（東京）,坪,data/reno-bom-80sqm-v4.json
労務単価,大工（東京）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（大阪）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（名古屋）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（札幌）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（仙台）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（福岡）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（広島）,日,data/reno-bom-80sqm-v4.json
労務単価,大工（地方平均）,日,data/reno-bom-80sqm-v4.json
給排水配管材,配管工（東京）,日,data/reno-bom-80sqm-v4.json
給排水配管材,配管工（大阪）,日,data/reno-bom-80sqm-v4.json
給排水配管材,配管工（地方平均）,日,data/reno-bom-80sqm-v4.json
労務単価,電工（東京）,日,data/reno-bom-80sqm-v4.json
労務単価,電工（大阪）,日,data/reno-bom-80sqm-v4.json
労務単価,電工（地方平均）,日,data/reno-bom-80sqm-v4.json
左官・モルタル材料,左官工（東京）,日,data/reno-bom-80sqm-v4.json
左官・モルタル材料,左官工（大阪）,日,data/reno-bom-80sqm-v4.json
左官・モルタル材料,左官工（地方平均）,日,data/reno-bom-80sqm-v4.json
塗装・コーキング・接着剤,塗装工（東京）,日,data/reno-bom-80sqm-v4.json
塗装・コーキング・接着剤,塗装工（大阪）,日,data/reno-bom-80sqm-v4.json
塗装・コーキング・接着剤,塗装工（地方平均）,日,data/reno-bom-80sqm-v4.json
労務単価,鉄筋工（東京）,日,data/reno-bom-80sqm-v4.json
労務単価,鉄筋工（大阪）,日,data/reno-bom-80sqm-v4.json
労務単価,鉄筋工（地方平均）,日,data/reno-bom-80sqm-v4.json
解体・廃材処理,解体工（東京）,日,data/reno-bom-80sqm-v4.json
解体・廃材処理,解体工（大阪）,日,data/reno-bom-80sqm-v4.json
解体・廃材処理,解体工（地方平均）,日,data/reno-bom-80sqm-v4.json
左官・モルタル材料,生コン（夏期 6〜9月 割増）,率,data/reno-bom-80sqm-v4.json
左官・モルタル材料,生コン（冬期 12〜2月 割増）,率,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,木材（年末・3月末 需要期 割増）,率,data/reno-bom-80sqm-v4.json
仮設・足場資材,足場（3〜5月 繁忙期 割増）,率,data/reno-bom-80sqm-v4.json
労務単価,緊急工事割増（通常比）,率,data/reno-bom-80sqm-v4.json
労務単価,既存建物内工事割増,率,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 北海道,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 青森県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 岩手県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 宮城県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 秋田県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 山形県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 福島県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 茨城県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 栃木県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 群馬県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 埼玉県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 千葉県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 東京都,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 神奈川県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 新潟県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 富山県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 石川県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 福井県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 山梨県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 長野県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 岐阜県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 静岡県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 愛知県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 三重県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 滋賀県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 京都府,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 大阪府,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 兵庫県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 奈良県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 和歌山県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 鳥取県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 島根県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 岡山県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 広島県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 山口県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 徳島県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 香川県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 愛媛県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 高知県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 福岡県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 佐賀県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 長崎県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 熊本県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 大分県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 宮崎県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 鹿児島県,日,data/reno-bom-80sqm-v4.json
労務単価,大工労務単価 沖縄県,日,data/reno-bom-80sqm-v4.json
労務単価,工事監理費（建築士・工期中）,式,data/reno-bom-80sqm-v5.json
諸経費・保険・申請,検査済証取得費用（完了検査）,式,data/reno-bom-80sqm-v5.json
断熱材,グラスウール105mm 16K（ネオマフォーム代替）,㎡,data/reno-bom-80sqm-v5.json
断熱材,付加断熱用高性能GW（140mm 32K）,㎡,data/reno-bom-80sqm-v5.json
断熱材,羊毛断熱材（ウールブレス 105mm）,㎡,data/reno-bom-80sqm-v5.json
釘・ビス・金物,ビス 3.5×32mm（500本箱）,箱,data/reno-bom-80sqm.json
釘・ビス・金物,フロアビス 3.8×45mm（200本箱）,箱,data/reno-bom-80sqm.json
断熱材,グラスウール 32K 50mm（1坪袋）,袋,data/reno-bom-80sqm.json
フローリング・床材,複合フローリング 12mm 303×1818mm（1坪）,坪,data/reno-bom-80sqm.json
フローリング・床材,フローリング接着剤 1kg缶,缶,data/reno-bom-80sqm.json
構造用合板・面材,床下地合板 12mm（1坪）,坪,data/reno-bom-80sqm.json
クロス・内装仕上げ,クロス下地処理剤（シーラー 16L）,缶,data/reno-bom-80sqm.json
産廃・廃材処理,金属くず（1トン）,t,data/reno-bom-80sqm.json
解体・廃材処理,解体工（内装解体）,日,data/reno-labor-bom-80sqm.json
産廃・廃材処理,普通作業員（廃材搬出）,日,data/reno-labor-bom-80sqm.json
巾木・廻縁・造作材,大工（普通）下地・造作,日,data/reno-labor-bom-80sqm.json
労務単価,大工（熟練）構造補修,日,data/reno-labor-bom-80sqm.json
クロス・内装仕上げ,内装工（クロス張り）,日,data/reno-labor-bom-80sqm.json
フローリング・床材,内装工（床フローリング）,日,data/reno-labor-bom-80sqm.json
給排水配管材,配管工（給排水全更新）,日,data/reno-labor-bom-80sqm.json
労務単価,電工（電気全更新）,日,data/reno-labor-bom-80sqm.json
左官・モルタル材料,左官工（モルタル補修等）,日,data/reno-labor-bom-80sqm.json
塗装・コーキング・接着剤,塗装工（内外部塗装）,日,data/reno-labor-bom-80sqm.json
ユニットバス,設備工（キッチン・浴室・トイレ取付）,日,data/reno-labor-bom-80sqm.json
木構造材（補修・追加）,土台（105×105×3m 米松）,本,data/zaisai-db.json
木構造材（補修・追加）,2階柱（105×105×3m）,本,data/zaisai-db.json
木構造材（補修・追加）,管柱（105×105×3m）,本,data/zaisai-db.json
木構造材（補修・追加）,通し柱（120×120×6m）,本,data/zaisai-db.json
木構造材（補修・追加）,梁（105×240×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,梁（105×300×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,梁（120×240×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,集成梁（120×240×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,集成梁（120×300×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,LVL梁（105×300×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,根太（45×105×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,根太（45×60×4m）,本,data/zaisai-db.json
